scanned_at_utc,game,detail,inning,half,score,ticker,backing,model_prob,p_home,price_cents,edge_cents,tradeable
2026-08-10T23:29:44+00:00,BOS @ TOR,Top 2nd,2,top,0-0,KXMLBGAME-26AUG101907BOSTOR-BOS,away,0.4447,0.5553,57,-14.2,no
2026-08-10T23:29:44+00:00,BOS @ TOR,Top 2nd,2,top,0-0,KXMLBGAME-26AUG101907BOSTOR-TOR,home,0.5553,0.5553,44,9.8,yes
2026-08-10T23:29:44+00:00,NYM @ ATL,Top 1st,1,top,1-0,KXMLBGAME-26AUG101915NYMATL-NYM,away,0.6621,0.3379,66,-1.4,no
2026-08-10T23:29:44+00:00,NYM @ ATL,Top 1st,1,top,1-0,KXMLBGAME-26AUG101915NYMATL-ATL,home,0.3379,0.3379,35,-2.8,no
2026-08-11T00:02:32+00:00,BOS @ TOR,Middle 4th,4,top,0-0,KXMLBGAME-26AUG101907BOSTOR-BOS,away,0.4919,0.5081,55,-7.5,no
2026-08-11T00:02:32+00:00,BOS @ TOR,Middle 4th,4,top,0-0,KXMLBGAME-26AUG101907BOSTOR-TOR,home,0.5081,0.5081,46,3.1,no
2026-08-11T00:02:32+00:00,BAL @ MIN,Middle 2nd,2,top,0-0,KXMLBGAME-26AUG101940BALMIN-BAL,away,0.4950,0.5050,47,0.8,no
2026-08-11T00:02:32+00:00,BAL @ MIN,Middle 2nd,2,top,0-0,KXMLBGAME-26AUG101940BALMIN-MIN,home,0.5050,0.5050,54,-5.2,no
2026-08-11T00:02:32+00:00,PHI @ STL,Bottom 1st,1,bottom,0-0,KXMLBGAME-26AUG101945PHISTL-PHI,away,0.5031,0.4969,50,-1.4,no
2026-08-11T00:02:32+00:00,PHI @ STL,Bottom 1st,1,bottom,0-0,KXMLBGAME-26AUG101945PHISTL-STL,home,0.4969,0.4969,51,-3.1,no
2026-08-11T02:34:08+00:00,PHI @ STL,Bottom 8th,8,bottom,6-5,KXMLBGAME-26AUG101945PHISTL-PHI,away,0.6561,0.3439,74,-9.7,no
2026-08-11T02:34:08+00:00,PHI @ STL,Bottom 8th,8,bottom,6-5,KXMLBGAME-26AUG101945PHISTL-STL,home,0.3439,0.3439,28,5.0,no
2026-08-11T02:34:08+00:00,TEX @ LAA,Top 4th,4,top,0-1,KXMLBGAME-26AUG102138TEXLAA-TEX,away,0.5270,0.4730,54,-3.0,no
2026-08-11T02:34:08+00:00,TEX @ LAA,Top 4th,4,top,0-1,KXMLBGAME-26AUG102138TEXLAA-LAA,home,0.4730,0.4730,47,-1.4,no
2026-08-11T02:34:08+00:00,TEX @ LAA,Top 4th,4,top,0-1,KXMLBGAME-26AUG102210KCLAD-LAD,home,0.4730,0.4730,61,-15.4,no
2026-08-11T02:34:08+00:00,MIL @ SD,End 3rd,3,top,2-1,KXMLBGAME-26AUG102140MILSD-MIL,away,0.6538,0.3463,67,-3.2,no
2026-08-11T02:34:08+00:00,MIL @ SD,End 3rd,3,top,2-1,KXMLBGAME-26AUG102140MILSD-SD,home,0.3463,0.3463,34,-0.9,no
2026-08-11T02:34:08+00:00,TB @ ATH,Top 4th,4,top,1-2,KXMLBGAME-26AUG102140TBATH-TB,away,0.3895,0.6105,51,-13.8,no
2026-08-11T02:34:08+00:00,HOU @ SF,Bottom 4th,4,bottom,1-0,KXMLBGAME-26AUG102145HOUSF-HOU,away,0.5569,0.4431,64,-9.9,no
2026-08-11T02:34:08+00:00,HOU @ SF,Bottom 4th,4,bottom,1-0,KXMLBGAME-26AUG102145HOUSF-SF,home,0.4431,0.4431,37,5.7,no
2026-08-11T02:34:08+00:00,KC @ LAD,Top 2nd,2,top,1-0,KXMLBGAME-26AUG102138TEXLAA-LAA,home,0.3578,0.3578,47,-13.0,no
2026-08-11T02:34:08+00:00,KC @ LAD,Top 2nd,2,top,1-0,KXMLBGAME-26AUG102210KCLAD-KC,away,0.6422,0.3578,40,22.5,no
2026-08-11T02:34:08+00:00,KC @ LAD,Top 2nd,2,top,1-0,KXMLBGAME-26AUG102210KCLAD-LAD,home,0.3578,0.3578,61,-26.9,no
2026-08-11T04:15:27+00:00,TEX @ LAA,Bottom 8th,8,bottom,1-1,KXMLBGAME-26AUG102138TEXLAA-TEX,away,0.4701,0.5299,54,-8.7,no
2026-08-11T04:15:27+00:00,TEX @ LAA,Bottom 8th,8,bottom,1-1,KXMLBGAME-26AUG102138TEXLAA-LAA,home,0.5299,0.5299,47,4.2,no
2026-08-11T04:15:27+00:00,TEX @ LAA,Bottom 8th,8,bottom,1-1,KXMLBGAME-26AUG102210KCLAD-LAD,home,0.5299,0.5299,69,-17.5,no
2026-08-11T04:15:27+00:00,HOU @ SF,Top 10th,10,top,3-3,KXMLBGAME-26AUG102145HOUSF-HOU,away,0.6645,0.3355,58,6.7,no
2026-08-11T04:15:27+00:00,HOU @ SF,Top 10th,10,top,3-3,KXMLBGAME-26AUG102145HOUSF-SF,home,0.3355,0.3355,43,-11.2,no
2026-08-11T04:15:27+00:00,KC @ LAD,Middle 7th,7,top,5-5,KXMLBGAME-26AUG102138TEXLAA-LAA,home,0.4895,0.4895,47,0.2,no
2026-08-11T04:15:27+00:00,KC @ LAD,Middle 7th,7,top,5-5,KXMLBGAME-26AUG102210KCLAD-KC,away,0.5105,0.4895,31,18.6,yes
2026-08-11T04:15:27+00:00,KC @ LAD,Middle 7th,7,top,5-5,KXMLBGAME-26AUG102210KCLAD-LAD,home,0.4895,0.4895,69,-21.5,no
2026-08-11T23:34:08+00:00,CLE @ DET,Top 4th,4,top,1-1,KXMLBGAME-26AUG111840CLEDET-CLE,away,0.4493,0.5507,45,-1.8,no
2026-08-11T23:34:08+00:00,CLE @ DET,Top 4th,4,top,1-1,KXMLBGAME-26AUG111840CLEDET-DET,home,0.5507,0.5507,57,-3.6,no
2026-08-11T23:34:08+00:00,PIT @ MIA,Bottom 4th,4,bottom,0-1,KXMLBGAME-26AUG111840PITMIA-PIT,away,0.2548,0.7452,29,-5.0,no
2026-08-11T23:34:08+00:00,PIT @ MIA,Bottom 4th,4,bottom,0-1,KXMLBGAME-26AUG111840PITMIA-MIA,home,0.7452,0.7452,72,1.1,no
2026-08-11T23:34:08+00:00,CHC @ WSH,Top 3rd,3,top,2-3,KXMLBGAME-26AUG111845CHCWSH-CHC,away,0.2779,0.7221,47,-21.0,no
2026-08-11T23:34:08+00:00,CHC @ WSH,Top 3rd,3,top,2-3,KXMLBGAME-26AUG111845CHCWSH-WSH,home,0.7221,0.7221,55,15.5,yes
2026-08-11T23:34:08+00:00,CHC @ WSH,Top 3rd,3,top,2-3,KXMLBGAME-26AUG111940CINCWS-CWS,away,0.2779,0.7221,60,-33.9,no
2026-08-11T23:34:08+00:00,SEA @ NYY,End 1st,1,top,0-0,KXMLBGAME-26AUG111905SEANYY-SEA,away,0.5012,0.4988,44,4.4,no
2026-08-11T23:34:08+00:00,SEA @ NYY,End 1st,1,top,0-0,KXMLBGAME-26AUG111905SEANYY-NYY,home,0.4988,0.4988,56,-7.8,no
2026-08-11T23:34:08+00:00,SEA @ NYY,End 1st,1,top,0-0,KXMLBGAME-26AUG111915NYMATL-NYM,home,0.4988,0.4988,43,5.2,no
2026-08-11T23:34:08+00:00,BOS @ TOR,Bottom 2nd,2,bottom,0-0,KXMLBGAME-26AUG111907BOSTOR-BOS,away,0.4225,0.5775,47,-6.5,no
2026-08-11T23:34:08+00:00,BOS @ TOR,Bottom 2nd,2,bottom,0-0,KXMLBGAME-26AUG111907BOSTOR-TOR,home,0.5775,0.5775,54,2.0,no
2026-08-11T23:34:08+00:00,NYM @ ATL,Top 2nd,2,top,0-0,KXMLBGAME-26AUG111905SEANYY-NYY,away,0.4655,0.5345,56,-11.2,no
2026-08-11T23:34:08+00:00,NYM @ ATL,Top 2nd,2,top,0-0,KXMLBGAME-26AUG111915NYMATL-NYM,away,0.4655,0.5345,43,1.8,no
2026-08-11T23:34:08+00:00,NYM @ ATL,Top 2nd,2,top,0-0,KXMLBGAME-26AUG111915NYMATL-ATL,home,0.5345,0.5345,58,-6.3,no
2026-08-12T01:23:42+00:00,SEA @ NYY,Bottom 7th,7,bottom,1-0,KXMLBGAME-26AUG111905SEANYY-SEA,away,0.3646,0.6354,40,-5.2,no
2026-08-12T01:23:42+00:00,SEA @ NYY,Bottom 7th,7,bottom,1-0,KXMLBGAME-26AUG111905SEANYY-NYY,home,0.6354,0.6354,61,0.9,no
2026-08-12T01:23:42+00:00,SEA @ NYY,Bottom 7th,7,bottom,1-0,KXMLBGAME-26AUG111915NYMATL-NYM,home,0.6354,0.6354,1,62.5,no
2026-08-12T01:23:42+00:00,BOS @ TOR,Top 8th,8,top,3-4,KXMLBGAME-26AUG111907BOSTOR-BOS,away,0.1769,0.8231,27,-10.7,no
2026-08-12T01:23:42+00:00,BOS @ TOR,Top 8th,8,top,3-4,KXMLBGAME-26AUG111907BOSTOR-TOR,home,0.8231,0.8231,74,7.0,no
2026-08-12T01:23:42+00:00,BAL @ MIN,Bottom 6th,6,bottom,5-2,KXMLBGAME-26AUG111940BALMIN-BAL,away,0.8646,0.1354,79,6.3,no
2026-08-12T01:23:42+00:00,BAL @ MIN,Bottom 6th,6,bottom,5-2,KXMLBGAME-26AUG111940BALMIN-MIN,home,0.1354,0.1354,21,-8.6,no
2026-08-12T01:23:42+00:00,PHI @ STL,Bottom 6th,6,bottom,0-0,KXMLBGAME-26AUG111945PHISTL-PHI,away,0.4493,0.5507,54,-10.8,no
2026-08-12T01:23:42+00:00,PHI @ STL,Bottom 6th,6,bottom,0-0,KXMLBGAME-26AUG111945PHISTL-STL,home,0.5507,0.5507,47,6.3,no
2026-08-12T02:27:23+00:00,TEX @ LAA,Bottom 3rd,3,bottom,1-1,KXMLBGAME-26AUG112138TEXLAA-TEX,away,0.4306,0.5694,53,-11.7,no
2026-08-12T02:27:23+00:00,TEX @ LAA,Bottom 3rd,3,bottom,1-1,KXMLBGAME-26AUG112138TEXLAA-LAA,home,0.5694,0.5694,48,7.2,yes
2026-08-12T02:27:23+00:00,TEX @ LAA,Bottom 3rd,3,bottom,1-1,KXMLBGAME-26AUG112210KCLAD-LAD,home,0.5694,0.5694,75,-19.4,no
2026-08-12T02:27:23+00:00,COL @ ARI,Top 3rd,3,top,0-2,KXMLBGAME-26AUG112140COLAZ-COL,away,0.2728,0.7272,16,10.3,yes
2026-08-12T02:27:23+00:00,COL @ ARI,Top 3rd,3,top,0-2,KXMLBGAME-26AUG112140COLAZ-AZ,home,0.7272,0.7272,85,-13.2,no
2026-08-12T02:27:23+00:00,TB @ ATH,Bottom 3rd,3,bottom,3-0,KXMLBGAME-26AUG112140TBATH-TB,away,0.8393,0.1608,86,-2.9,no
2026-08-12T02:27:23+00:00,HOU @ SF,Bottom 2nd,2,bottom,1-0,KXMLBGAME-26AUG112145HOUSF-HOU,away,0.5373,0.4627,68,-15.8,no
2026-08-12T02:27:23+00:00,HOU @ SF,Bottom 2nd,2,bottom,1-0,KXMLBGAME-26AUG112145HOUSF-SF,home,0.4627,0.4627,33,11.7,yes
2026-08-12T02:27:23+00:00,KC @ LAD,Middle 2nd,2,top,0-0,KXMLBGAME-26AUG112138TEXLAA-LAA,home,0.4983,0.4983,48,0.1,no
2026-08-12T02:27:23+00:00,KC @ LAD,Middle 2nd,2,top,0-0,KXMLBGAME-26AUG112210KCLAD-KC,away,0.5017,0.4983,26,22.8,no
2026-08-12T02:27:23+00:00,KC @ LAD,Middle 2nd,2,top,0-0,KXMLBGAME-26AUG112210KCLAD-LAD,home,0.4983,0.4983,75,-26.5,no
2026-08-12T03:36:06+00:00,TEX @ LAA,Middle 7th,7,top,2-3,KXMLBGAME-26AUG112138TEXLAA-TEX,away,0.2701,0.7299,24,1.7,no
2026-08-12T03:36:06+00:00,TEX @ LAA,Middle 7th,7,top,2-3,KXMLBGAME-26AUG112138TEXLAA-LAA,home,0.7299,0.7299,77,-5.3,no
2026-08-12T03:36:06+00:00,TEX @ LAA,Middle 7th,7,top,2-3,KXMLBGAME-26AUG112210KCLAD-LAD,home,0.7299,0.7299,65,6.4,no
2026-08-12T03:36:06+00:00,COL @ ARI,Bottom 7th,7,bottom,3-2,KXMLBGAME-26AUG112140COLAZ-COL,away,0.6936,0.3064,60,7.7,yes
2026-08-12T03:36:06+00:00,COL @ ARI,Bottom 7th,7,bottom,3-2,KXMLBGAME-26AUG112140COLAZ-AZ,home,0.3064,0.3064,41,-12.1,no
2026-08-12T03:36:06+00:00,HOU @ SF,Bottom 6th,6,bottom,1-3,KXMLBGAME-26AUG112145HOUSF-HOU,away,0.1265,0.8735,21,-9.5,no
2026-08-12T03:36:06+00:00,HOU @ SF,Bottom 6th,6,bottom,1-3,KXMLBGAME-26AUG112145HOUSF-SF,home,0.8735,0.8735,80,6.2,no
2026-08-12T03:36:06+00:00,KC @ LAD,Top 7th,7,top,1-1,KXMLBGAME-26AUG112138TEXLAA-LAA,home,0.5108,0.5108,77,-27.2,no
2026-08-12T03:36:06+00:00,KC @ LAD,Top 7th,7,top,1-1,KXMLBGAME-26AUG112210KCLAD-KC,away,0.4892,0.5108,36,11.3,yes
2026-08-12T03:36:06+00:00,KC @ LAD,Top 7th,7,top,1-1,KXMLBGAME-26AUG112210KCLAD-LAD,home,0.5108,0.5108,65,-15.5,no
2026-08-12T18:27:52+00:00,BAL @ MIN,Top 3rd,3,top,1-1,KXMLBGAME-26AUG121340BALMIN-BAL,away,0.5617,0.4382,54,0.4,no
2026-08-12T18:27:52+00:00,BAL @ MIN,Top 3rd,3,top,1-1,KXMLBGAME-26AUG121340BALMIN-MIN,home,0.4382,0.4382,47,-4.9,no
2026-08-12T18:27:52+00:00,PHI @ STL,Bottom 1st,1,bottom,0-0,KXMLBGAME-26AUG121415PHISTL-PHI,away,0.4788,0.5212,60,-13.8,no
2026-08-12T18:27:52+00:00,PHI @ STL,Bottom 1st,1,bottom,0-0,KXMLBGAME-26AUG121415PHISTL-STL,home,0.5212,0.5212,41,9.4,yes
2026-08-12T19:37:52+00:00,PHI @ STL,Bottom 5th,5,bottom,1-1,KXMLBGAME-26AUG121415PHISTL-PHI,away,0.4096,0.5904,55,-15.8,no
2026-08-12T19:37:52+00:00,PHI @ STL,Bottom 5th,5,bottom,1-1,KXMLBGAME-26AUG121415PHISTL-STL,home,0.5904,0.5904,46,11.3,yes
2026-08-12T19:37:52+00:00,TB @ ATH,Bottom 2nd,2,bottom,2-0,KXMLBGAME-26AUG121505TBATH-TB,away,0.6210,0.3790,81,-20.0,no
2026-08-12T20:37:49+00:00,HOU @ SF,Bottom 3rd,3,bottom,0-1,KXMLBGAME-26AUG121545HOUSF-HOU,away,0.3403,0.6597,44,-11.7,no
2026-08-12T20:37:49+00:00,HOU @ SF,Bottom 3rd,3,bottom,0-1,KXMLBGAME-26AUG121545HOUSF-SF,home,0.6597,0.6597,57,7.3,yes
2026-08-12T20:37:49+00:00,MIL @ SD,End 2nd,2,top,1-0,KXMLBGAME-26AUG121610MILSD-MIL,away,0.6327,0.3673,66,-4.3,no
2026-08-12T20:37:49+00:00,MIL @ SD,End 2nd,2,top,1-0,KXMLBGAME-26AUG121610MILSD-SD,home,0.3673,0.3673,35,0.1,no
2026-08-12T21:39:50+00:00,HOU @ SF,Top 7th,7,top,0-1,KXMLBGAME-26AUG121545HOUSF-HOU,away,0.4539,0.5461,55,-11.3,no
2026-08-12T21:39:50+00:00,HOU @ SF,Top 7th,7,top,0-1,KXMLBGAME-26AUG121545HOUSF-SF,home,0.5461,0.5461,46,6.9,no
2026-08-12T21:39:50+00:00,MIL @ SD,Bottom 5th,5,bottom,2-1,KXMLBGAME-26AUG121610MILSD-MIL,away,0.6741,0.3259,68,-2.1,no
2026-08-12T21:39:50+00:00,MIL @ SD,Bottom 5th,5,bottom,2-1,KXMLBGAME-26AUG121610MILSD-SD,home,0.3259,0.3259,33,-2.0,no
2026-08-12T22:34:41+00:00,MIL @ SD,Bottom 8th,8,bottom,2-1,KXMLBGAME-26AUG121610MILSD-MIL,away,0.8103,0.1898,85,-4.9,no
2026-08-12T22:34:41+00:00,MIL @ SD,Bottom 8th,8,bottom,2-1,KXMLBGAME-26AUG121610MILSD-SD,home,0.1898,0.1898,16,2.0,no
2026-08-12T23:35:02+00:00,MIL @ SD,End 10th,10,top,2-2,KXMLBGAME-26AUG121610MILSD-MIL,away,0.6880,0.3120,50,17.0,yes
2026-08-12T23:35:02+00:00,MIL @ SD,End 10th,10,top,2-2,KXMLBGAME-26AUG121610MILSD-SD,home,0.3120,0.3120,51,-21.5,no
2026-08-12T23:35:02+00:00,CLE @ DET,Bottom 3rd,3,bottom,2-3,KXMLBGAME-26AUG121840CLEDET-CLE,away,0.2890,0.7110,32,-4.6,no
2026-08-12T23:35:02+00:00,CLE @ DET,Bottom 3rd,3,bottom,2-3,KXMLBGAME-26AUG121840CLEDET-DET,home,0.7110,0.7110,69,0.6,no
2026-08-12T23:35:02+00:00,PIT @ MIA,Bottom 3rd,3,bottom,1-1,KXMLBGAME-26AUG121840PITMIA-PIT,away,0.3335,0.6665,35,-3.2,no
2026-08-12T23:35:02+00:00,PIT @ MIA,Bottom 3rd,3,bottom,1-1,KXMLBGAME-26AUG121840PITMIA-MIA,home,0.6665,0.6665,66,-0.9,no
2026-08-12T23:35:02+00:00,CHC @ WSH,Top 4th,4,top,0-1,KXMLBGAME-26AUG121845CHCWSH-CHC,away,0.3444,0.6556,47,-14.3,no
2026-08-12T23:35:02+00:00,CHC @ WSH,Top 4th,4,top,0-1,KXMLBGAME-26AUG121845CHCWSH-WSH,home,0.6556,0.6556,54,9.8,yes
2026-08-12T23:35:02+00:00,CHC @ WSH,Top 4th,4,top,0-1,KXMLBGAME-26AUG121940CINCWS-CWS,away,0.3444,0.6556,58,-25.3,no
2026-08-12T23:35:02+00:00,SEA @ NYY,Top 2nd,2,top,3-0,KXMLBGAME-26AUG121905SEANYY-SEA,away,0.8748,0.1253,78,8.3,yes
2026-08-12T23:35:02+00:00,SEA @ NYY,Top 2nd,2,top,3-0,KXMLBGAME-26AUG121905SEANYY-NYY,home,0.1253,0.1253,23,-11.7,no
2026-08-12T23:35:02+00:00,SEA @ NYY,Top 2nd,2,top,3-0,KXMLBGAME-26AUG121915NYMATL-NYM,home,0.1253,0.1253,39,-28.1,no
2026-08-12T23:35:02+00:00,BOS @ TOR,Bottom 2nd,2,bottom,0-1,KXMLBGAME-26AUG121907BOSTOR-BOS,away,0.2195,0.7805,38,-17.7,no
2026-08-12T23:35:02+00:00,BOS @ TOR,Bottom 2nd,2,bottom,0-1,KXMLBGAME-26AUG121907BOSTOR-TOR,home,0.7805,0.7805,63,13.4,yes
2026-08-12T23:35:02+00:00,NYM @ ATL,End 1st,1,top,0-0,KXMLBGAME-26AUG121905SEANYY-NYY,away,0.4975,0.5025,23,25.5,no
2026-08-12T23:35:02+00:00,NYM @ ATL,End 1st,1,top,0-0,KXMLBGAME-26AUG121915NYMATL-NYM,away,0.4975,0.5025,39,9.1,yes
2026-08-12T23:35:02+00:00,NYM @ ATL,End 1st,1,top,0-0,KXMLBGAME-26AUG121915NYMATL-ATL,home,0.5025,0.5025,62,-13.4,no
2026-08-13T01:25:31+00:00,SEA @ NYY,Middle 7th,7,top,5-5,KXMLBGAME-26AUG121905SEANYY-SEA,away,0.4970,0.5030,37,11.1,yes
2026-08-13T01:25:31+00:00,SEA @ NYY,Middle 7th,7,top,5-5,KXMLBGAME-26AUG121905SEANYY-NYY,home,0.5030,0.5030,63,-14.3,no
2026-08-13T01:25:31+00:00,SEA @ NYY,Middle 7th,7,top,5-5,KXMLBGAME-26AUG121915NYMATL-NYM,home,0.5030,0.5030,1,49.2,no
2026-08-13T03:39:24+00:00,TEX @ LAA,Bottom 5th,5,bottom,2-1,KXMLBGAME-26AUG122210KCLAD-LAD,home,0.3995,0.3995,89,-49.7,no
2026-08-13T03:39:24+00:00,TEX @ LAA,Bottom 5th,5,bottom,2-1,KXMLBGAME-26AUG122210TEXLAA-TEX,away,0.6005,0.3995,64,-5.6,no
2026-08-13T03:39:24+00:00,TEX @ LAA,Bottom 5th,5,bottom,2-1,KXMLBGAME-26AUG122210TEXLAA-LAA,home,0.3995,0.3995,37,1.3,no
2026-08-13T03:39:24+00:00,KC @ LAD,Bottom 5th,5,bottom,2-4,KXMLBGAME-26AUG122210KCLAD-KC,away,0.1389,0.8611,12,1.1,no
2026-08-13T03:39:24+00:00,KC @ LAD,Bottom 5th,5,bottom,2-4,KXMLBGAME-26AUG122210KCLAD-LAD,home,0.8611,0.8611,89,-3.6,no
2026-08-13T03:39:24+00:00,KC @ LAD,Bottom 5th,5,bottom,2-4,KXMLBGAME-26AUG122210TEXLAA-LAA,home,0.8611,0.8611,37,47.5,no
2026-08-13T17:54:08+00:00,CLE @ DET,Bottom 3rd,3,bottom,0-1,KXMLBGAME-26AUG131310CLEDET-CLE,away,0.1865,0.8135,35,-17.9,no
2026-08-13T17:54:08+00:00,CLE @ DET,Bottom 3rd,3,bottom,0-1,KXMLBGAME-26AUG131310CLEDET-DET,home,0.8135,0.8135,67,12.8,yes
2026-08-13T17:54:08+00:00,PIT @ MIA,Top 4th,4,top,0-0,KXMLBGAME-26AUG131310PITMIA-PIT,away,0.4901,0.5099,54,-6.7,no
2026-08-13T17:54:08+00:00,PIT @ MIA,Top 4th,4,top,0-0,KXMLBGAME-26AUG131310PITMIA-MIA,home,0.5099,0.5099,48,1.2,no
2026-08-13T17:54:08+00:00,CIN @ CHW,Top 3rd,3,top,3-4,KXMLBGAME-26AUG131410CINCWS-CIN,away,0.4014,0.5986,40,-1.5,no
2026-08-13T17:54:08+00:00,CIN @ CHW,Top 3rd,3,top,3-4,KXMLBGAME-26AUG131410CINCWS-CWS,home,0.5986,0.5986,61,-2.8,no
2026-08-13T17:54:08+00:00,CIN @ CHW,Top 3rd,3,top,3-4,KXMLBGAME-26AUG131605CHCWSH-CHC,home,0.5986,0.5986,58,0.2,no
2026-08-13T17:54:08+00:00,SEA @ NYY,Bottom 1st,1,bottom,0-0,KXMLBGAME-26AUG131335SEANYY-SEA,away,0.4915,0.5085,40,7.5,yes
2026-08-13T17:54:08+00:00,SEA @ NYY,Bottom 1st,1,bottom,0-0,KXMLBGAME-26AUG131335SEANYY-NYY,home,0.5085,0.5085,61,-11.8,no
2026-08-13T18:55:38+00:00,CLE @ DET,Middle 7th,7,top,0-2,KXMLBGAME-26AUG131310CLEDET-CLE,away,0.1285,0.8715,11,1.2,no
2026-08-13T18:55:38+00:00,CLE @ DET,Middle 7th,7,top,0-2,KXMLBGAME-26AUG131310CLEDET-DET,home,0.8715,0.8715,90,-3.5,no
2026-08-13T18:55:38+00:00,CIN @ CHW,Bottom 5th,5,bottom,8-5,KXMLBGAME-26AUG131410CINCWS-CIN,away,0.8958,0.1042,88,0.8,no
2026-08-13T18:55:38+00:00,CIN @ CHW,Bottom 5th,5,bottom,8-5,KXMLBGAME-26AUG131410CINCWS-CWS,home,0.1042,0.1042,13,-3.4,no
2026-08-13T18:55:38+00:00,CIN @ CHW,Bottom 5th,5,bottom,8-5,KXMLBGAME-26AUG131605CHCWSH-CHC,home,0.1042,0.1042,58,-49.3,no
2026-08-13T18:55:38+00:00,SEA @ NYY,Top 5th,5,top,1-0,KXMLBGAME-26AUG131335SEANYY-SEA,away,0.7321,0.2679,61,10.5,yes
2026-08-13T18:55:38+00:00,SEA @ NYY,Top 5th,5,top,1-0,KXMLBGAME-26AUG131335SEANYY-NYY,home,0.2679,0.2679,40,-14.9,no
2026-08-13T19:54:23+00:00,CIN @ CHW,Bottom 8th,8,bottom,9-7,KXMLBGAME-26AUG131410CINCWS-CIN,away,0.8888,0.1113,84,3.9,no
2026-08-13T19:54:23+00:00,CIN @ CHW,Bottom 8th,8,bottom,9-7,KXMLBGAME-26AUG131410CINCWS-CWS,home,0.1113,0.1113,17,-6.9,no
2026-08-13T19:54:23+00:00,CIN @ CHW,Bottom 8th,8,bottom,9-7,KXMLBGAME-26AUG131605CHCWSH-CHC,home,0.1113,0.1113,58,-48.6,no
2026-08-13T19:54:23+00:00,SEA @ NYY,Bottom 7th,7,bottom,1-0,KXMLBGAME-26AUG131335SEANYY-SEA,away,0.7067,0.2933,68,1.2,no
2026-08-13T19:54:23+00:00,SEA @ NYY,Bottom 7th,7,bottom,1-0,KXMLBGAME-26AUG131335SEANYY-NYY,home,0.2933,0.2933,33,-5.2,no
2026-08-13T19:54:23+00:00,BOS @ TOR,End 3rd,3,top,1-0,KXMLBGAME-26AUG131507BOSTOR-BOS,away,0.6540,0.3460,67,-3.1,no
2026-08-13T19:54:23+00:00,BOS @ TOR,End 3rd,3,top,1-0,KXMLBGAME-26AUG131507BOSTOR-TOR,home,0.3460,0.3460,34,-1.0,no
2026-08-13T20:36:27+00:00,BOS @ TOR,Bottom 6th,6,bottom,1-0,KXMLBGAME-26AUG131507BOSTOR-BOS,away,0.6579,0.3421,71,-6.7,no
2026-08-13T20:36:27+00:00,BOS @ TOR,Bottom 6th,6,bottom,1-0,KXMLBGAME-26AUG131507BOSTOR-TOR,home,0.3421,0.3421,30,2.7,no
2026-08-13T20:36:27+00:00,CHC @ WSH,Top 3rd,3,top,0-0,KXMLBGAME-26AUG131605CHCWSH-CHC,away,0.4429,0.5571,55,-12.4,no
2026-08-13T20:36:27+00:00,CHC @ WSH,Top 3rd,3,top,0-0,KXMLBGAME-26AUG131605CHCWSH-WSH,home,0.5571,0.5571,47,7.0,no
2026-08-13T23:35:30+00:00,PHI VS MIN,Top 1st,1,top,1-0,KXMLBGAME-26AUG131930PHIMIN-PHI,away,0.6245,0.3755,60,0.8,no
2026-08-13T23:35:30+00:00,PHI VS MIN,Top 1st,1,top,1-0,KXMLBGAME-26AUG131930PHIMIN-MIN,home,0.3755,0.3755,41,-5.1,no
2026-08-14T03:36:26+00:00,TEX @ LAA,Middle 5th,5,top,0-2,KXMLBGAME-26AUG132207TEXLAA-TEX,away,0.1819,0.8181,20,-2.9,no
2026-08-14T03:36:26+00:00,TEX @ LAA,Middle 5th,5,top,0-2,KXMLBGAME-26AUG132207TEXLAA-LAA,home,0.8181,0.8181,81,-0.3,no
2026-08-14T03:36:26+00:00,TEX @ LAA,Middle 5th,5,top,0-2,KXMLBGAME-26AUG132210MILLAD-LAD,home,0.8181,0.8181,33,47.3,no
2026-08-14T03:36:26+00:00,MIL @ LAD,Top 6th,6,top,2-1,KXMLBGAME-26AUG132207TEXLAA-LAA,home,0.2534,0.2534,81,-56.7,no
2026-08-14T03:36:26+00:00,MIL @ LAD,Top 6th,6,top,2-1,KXMLBGAME-26AUG132210MILLAD-MIL,away,0.7466,0.2534,68,5.1,no
2026-08-14T03:36:26+00:00,MIL @ LAD,Top 6th,6,top,2-1,KXMLBGAME-26AUG132210MILLAD-LAD,home,0.2534,0.2534,33,-9.2,no
2026-08-14T18:23:56+00:00,STL @ CHC,Middle 1st,1,top,0-0,KXMLBGAME-26AUG141420STLCHC-STL,away,0.4892,0.5108,33,14.4,yes
2026-08-14T18:23:56+00:00,STL @ CHC,Middle 1st,1,top,0-0,KXMLBGAME-26AUG141420STLCHC-CHC,home,0.5108,0.5108,67,-17.5,no
2026-08-14T18:23:56+00:00,STL @ CHC,Middle 1st,1,top,0-0,KXMLBGAME-26AUG141840CWSDET-CWS,home,0.5108,0.5108,46,3.3,no
2026-08-14T19:27:19+00:00,STL @ CHC,Bottom 5th,5,bottom,0-0,KXMLBGAME-26AUG141420STLCHC-STL,away,0.4411,0.5589,34,8.5,yes
2026-08-14T19:27:19+00:00,STL @ CHC,Bottom 5th,5,bottom,0-0,KXMLBGAME-26AUG141420STLCHC-CHC,home,0.5589,0.5589,67,-12.7,no
